Emp_ID,First_Name,Last_Name,Gender,Marital_Status,Date_of_Birth,Age,Blood_Group,Hire_Date,Job Duration,Previous_Experience,Organizational_Level,Business_Unit,Contract_Type,Employee_Type,Employee_Status,Salary,Monthly_Working_Hour,Work_Accident,Job_Id,Performance_ID,Job_Satisfaction_ID,Location_ID,Department_ID,Race_ID,Education_ID,Applicant ID,Age Group,Recruitment Process,Job_Nature
1445,Mateo,Mcdaniel,Female,Married,24-01-75 0:00,49,B+,31-03-06 0:00,17,5,Mid Level,Unit-5,Permanent,Full-Time,Active,27000,135,Yes,3,5,1,5,1,2,4,2668,21-30,RP,Replacement
1445,Mateo,Mcdaniel,Female,Married,24-01-75 0:00,49,B+,31-03-06 0:00,17,0,Mid Level,Unit-5,Permanent,Full-Time,Active,27000,135,Yes,3,5,1,5,1,2,4,2668,21-30,RP,Replacement
1446,Arianna,Carlson,Female,Single,24-01-95 0:00,29,B-,3/3/2011 0:00,12,6,Operational,Unit-10,Permanent,Full-Time,Active,14000,130,Yes,8,1,3,1,2,5,3,2679,31-40,RP,Replacement
1446,Arianna,Carlson,Female,Single,24-01-95 0:00,29,B-,3/3/2011 0:00,12,3,Operational,Unit-10,Permanent,Full-Time,Active,14000,130,Yes,8,1,3,1,2,5,3,2679,31-40,RP,Replacement
1447,Frankie,Davenport,Male,Widowed,8/6/1978 0:00,45,AB+,21-03-12 0:00,11,3,High Level,Unit-4,Permanent,Part-Time,Active,60000,111,No,9,5,4,12,6,1,2,2685,21-30,RP,Replacement
1447,Frankie,Davenport,Male,Widowed,8/6/1978 0:00,45,AB+,21-03-12 0:00,11,0,High Level,Unit-4,Permanent,Part-Time,Active,60000,111,No,9,5,4,12,6,1,2,2685,21-30,RP,Replacement
1448,Morgan,Hammond,Male,Divorced,8/3/1974 0:00,49,AB-,2/5/2020 0:00,3,3,Mid Level,Unit-5,Contract,Full-Time,Active,60000,113,Yes,9,1,5,3,3,1,2,2690,31-40,RP,Replacement
1448,Morgan,Hammond,Male,Divorced,8/3/1974 0:00,49,AB-,2/5/2020 0:00,3,2,Mid Level,Unit-5,Contract,Full-Time,Active,60000,113,Yes,9,1,5,3,3,1,2,2690,31-40,RP,Replacement
1449,Judith,Mccullough,Female,Divorced,4/5/1978 0:00,45,AB-,24-09-06 0:00,17,2,Operational,Unit-2,Contract,Temporary,Active,55000,139,No,19,4,2,10,1,5,1,2716,31-40,RP,Replacement
1449,Judith,Mccullough,Female,Divorced,4/5/1978 0:00,45,AB-,24-09-06 0:00,17,3,Operational,Unit-2,Contract,Temporary,Active,55000,139,No,19,4,2,10,1,5,1,2716,31-40,RP,Replacement
1450,Luca,Francis,Female,Single,5/5/1986 0:00,37,B-,28-11-15 0:00,8,5,Operational,Unit-5,Permanent,Temporary,Active,60000,199,Yes,9,5,3,2,3,2,2,2726,31-40,RP,Replacement
1450,Luca,Francis,Female,Single,5/5/1986 0:00,37,B-,28-11-15 0:00,8,0,Operational,Unit-5,Permanent,Temporary,Active,60000,199,Yes,9,5,3,2,3,2,2,2726,31-40,RP,Replacement
1451,Mallory,Figueroa,Female,Divorced,8/11/1993 0:00,30,O+,1/5/2019 0:00,4,1,High Level,Unit-6,Permanent,Part-Time,Active,14000,168,No,8,3,4,10,4,3,1,2730,31-40,RP,New
1451,Mallory,Figueroa,Female,Divorced,8/11/1993 0:00,30,O+,1/5/2019 0:00,4,4,High Level,Unit-6,Permanent,Part-Time,Active,14000,168,No,8,3,4,10,4,3,1,2730,31-40,RP,New
1452,Larissa,Douglas,Female,Married,10/10/1992 0:00,31,O-,20-07-16 0:00,7,0,Mid Level,Unit-9,Contract,Full-Time,Active,100000,163,Yes,16,2,4,12,6,1,4,2740,31-40,RP,New
1452,Larissa,Douglas,Female,Married,10/10/1992 0:00,31,O-,20-07-16 0:00,7,0,Mid Level,Unit-9,Contract,Full-Time,Active,100000,163,Yes,16,2,4,12,6,1,4,2740,31-40,RP,New
1453,Konnor,Rivas,Female,Widowed,9/5/1973 0:00,50,O-,10/3/2011 0:00,12,7,Mid Level,Unit-7,Contract,Full-Time,Active,18000,105,Yes,12,3,2,8,4,5,1,2743,31-40,RP,New
1453,Konnor,Rivas,Female,Widowed,9/5/1973 0:00,50,O-,10/3/2011 0:00,12,2,Mid Level,Unit-7,Contract,Full-Time,Active,18000,105,Yes,12,3,2,8,4,5,1,2743,31-40,RP,New
1454,Fernanda,Yu,Male,Single,14-06-90 0:00,33,B+,21-06-14 0:00,9,6,High Level,Unit-6,Permanent,Temporary,Active,30000,185,No,4,1,4,6,2,2,4,2765,21-30,RP,New
1454,Fernanda,Yu,Male,Single,14-06-90 0:00,33,B+,21-06-14 0:00,9,0,High Level,Unit-6,Permanent,Temporary,Active,30000,185,No,4,1,4,6,2,2,4,2765,21-30,RP,New
1455,Solomon,Paul,Male,Married,12/2/1968 0:00,55,O+,30-06-08 0:00,15,0,Mid Level,Unit-8,Permanent,Temporary,Active,27000,153,No,3,3,2,3,3,4,4,2788,31-40,RP,New
1455,Solomon,Paul,Male,Married,12/2/1968 0:00,55,O+,30-06-08 0:00,15,0,Mid Level,Unit-8,Permanent,Temporary,Active,27000,153,No,3,3,2,3,3,4,4,2788,31-40,RP,New
1456,Emiliano,Young,Female,Widowed,31-03-84 0:00,39,AB-,7/4/2016 0:00,7,2,Mid Level,Unit-6,Contract,Part-Time,Active,27000,195,Yes,3,1,1,7,5,1,1,2794,31-40,RP,New
1456,Emiliano,Young,Female,Widowed,31-03-84 0:00,39,AB-,7/4/2016 0:00,7,0,Mid Level,Unit-6,Contract,Part-Time,Active,27000,195,Yes,3,1,1,7,5,1,1,2794,31-40,RP,New
1457,Mason,Ellis,Female,Married,25-11-81 0:00,42,AB+,27-10-11 0:00,12,3,Mid Level,Unit-3,Contract,Full-Time,Active,30000,104,Yes,4,1,5,5,5,4,1,2798,31-40,RP,New
1457,Mason,Ellis,Female,Married,25-11-81 0:00,42,AB+,27-10-11 0:00,12,1,Mid Level,Unit-3,Contract,Full-Time,Active,30000,104,Yes,4,1,5,5,5,4,1,2798,31-40,RP,New
1458,Athena,Moore,Female,Widowed,15-06-75 0:00,48,A-,1/2/2019 0:00,4,1,High Level,Unit-5,Permanent,Full-Time,Active,55000,142,Yes,19,4,3,1,3,4,1,2821,21-30,RP,Replacement
1458,Athena,Moore,Female,Widowed,15-06-75 0:00,48,A-,1/2/2019 0:00,4,0,High Level,Unit-5,Permanent,Full-Time,Active,55000,142,Yes,19,4,3,1,3,4,1,2821,21-30,RP,New
1459,Karla,Farrell,Female,Widowed,19-03-73 0:00,50,AB+,20-11-14 0:00,9,1,Operational,Unit-8,Permanent,Temporary,Active,140000,151,No,6,3,2,9,3,5,4,2829,21-30,RP,New
1459,Karla,Farrell,Female,Widowed,19-03-73 0:00,50,AB+,20-11-14 0:00,9,2,Operational,Unit-8,Permanent,Temporary,Active,140000,151,No,6,3,2,9,3,5,4,2829,21-30,RP,New
1460,Anderson,Meadows,Female,Widowed,2/11/1970 0:00,53,A-,31-12-11 0:00,12,3,Operational,Unit-5,Permanent,Part-Time,Volunterily Resigned,60000,142,No,9,3,3,1,5,5,3,2836,21-30,RP,New
1460,Anderson,Meadows,Female,Widowed,2/11/1970 0:00,53,A-,31-12-11 0:00,12,0,Operational,Unit-5,Permanent,Part-Time,Volunterily Resigned,60000,142,No,9,3,3,1,5,5,3,2836,21-30,RP,Replacement
1461,Jacey,Braun,Female,Divorced,21-04-89 0:00,34,O+,8/4/2006 0:00,17,2,Operational,Unit-9,Contract,Full-Time,Active,30000,145,No,4,5,3,6,1,5,2,2837,21-30,RP,New
1461,Jacey,Braun,Female,Divorced,21-04-89 0:00,34,O+,8/4/2006 0:00,17,1,Operational,Unit-9,Contract,Full-Time,Active,30000,145,No,4,5,3,6,1,5,2,2837,21-30,RP,New
1462,Nathan,Kline,Male,Divorced,6/7/1977 0:00,46,AB+,29-03-20 0:00,3,5,Operational,Unit-5,Contract,Full-Time,Active,27000,154,No,3,3,3,10,4,3,4,2844,21-30,RP,Replacement
1462,Nathan,Kline,Male,Divorced,6/7/1977 0:00,46,AB+,29-03-20 0:00,3,0,Operational,Unit-5,Contract,Full-Time,Active,27000,154,No,3,3,3,10,4,3,4,2844,21-30,RP,Replacement
1463,Gabriella,Benitez,Female,Married,5/4/1989 0:00,34,B-,30-12-14 0:00,9,2,Operational,Unit-2,Permanent,Temporary,Active,65000,174,Yes,9,4,2,2,2,1,4,2871,21-30,RP,Replacement
1463,Gabriella,Benitez,Female,Married,5/4/1989 0:00,34,B-,30-12-14 0:00,9,0,Operational,Unit-2,Permanent,Temporary,Active,65000,174,Yes,9,4,2,2,2,1,4,2871,21-30,RP,Replacement
1464,Juan,Gonzalez,Male,Married,10/8/1983 0:00,40,AB-,16-08-15 0:00,8,3,High Level,Unit-6,Contract,Temporary,Terminated,37000,187,No,20,1,2,3,4,5,4,2886,21-30,RP,Replacement
1464,Juan,Gonzalez,Male,Married,10/8/1983 0:00,40,AB-,16-08-15 0:00,8,0,High Level,Unit-6,Contract,Temporary,Terminated,37000,187,No,20,1,2,3,4,5,4,2886,21-30,RP,Replacement
1465,Cayo,Gonzalez,Male,Married,4/4/1988 0:00,35,B+,18-02-14 0:00,9,1,Mid Level,unit-8,Contract,Part-Time,Terminated,55000,133,No,19,3,1,7,1,2,2,2899,21-30,RP,Replacement
1465,Cayo,Gonzalez,Male,Married,4/4/1988 0:00,35,B+,18-02-14 0:00,9,0,Mid Level,unit-8,Contract,Part-Time,Terminated,55000,133,No,19,3,1,7,1,2,2,2899,21-30,RP,Replacement
1466,Taylor,Sparks,Female,Widowed,28-02-79 0:00,44,B+,12/1/2012 0:00,12,0,Operational,Unit-5,Permanent,Temporary,Active,25000,180,Yes,13,4,5,4,3,5,1,2906,31-40,RP,Replacement
1466,Taylor,Sparks,Female,Widowed,28-02-79 0:00,44,B+,12/1/2012 0:00,12,0,Operational,Unit-5,Permanent,Temporary,Active,25000,180,Yes,13,4,5,4,3,5,1,2906,31-40,RP,Replacement
1467,Jeanette,Tippett,Female,Divorced,11/11/1974 0:00,49,B-,20-01-19 0:00,5,4,Mid Level,Unit-7,Contract,Part-Time,Active,27000,141,Yes,3,5,3,3,4,3,3,2908,21-30,RP,Replacement
1467,Jeanette,Tippett,Female,Divorced,11/11/1974 0:00,49,B-,20-01-19 0:00,5,1,Mid Level,Unit-7,Contract,Part-Time,Active,27000,141,Yes,3,5,3,3,4,3,3,2908,21-30,RP,Replacement
1468,Rose,Ivey,Female,Married,28-01-85 0:00,39,A-,25-09-10 0:00,13,1,Mid Level,Unit-4,Permanent,Part-Time,Active,14000,160,No,8,3,4,1,3,5,1,2948,21-30,RP,Replacement
1468,Rose,Ivey,Female,Married,28-01-85 0:00,39,A-,25-09-10 0:00,13,0,Mid Level,Unit-4,Permanent,Part-Time,Active,14000,160,No,8,3,4,1,3,5,1,2948,21-30,RP,Replacement
1469,Elijian,Clukey,Male,Widowed,7/7/1987 0:00,36,AB-,22-12-15 0:00,8,2,Operational,Unit-2,Contract,Part-Time,Active,100000,145,Yes,16,5,5,1,4,3,4,2962,31-40,RP,Replacement
1469,Elijian,Clukey,Male,Widowed,7/7/1987 0:00,36,AB-,22-12-15 0:00,8,2,Operational,Unit-2,Contract,Part-Time,Active,100000,145,Yes,16,5,5,1,4,3,4,2962,31-40,RP,Replacement
1470,Jordan,Winthrop,Male,Widowed,12/2/1978 0:00,45,AB-,15-10-20 0:00,3,1,Operational,Unit-4,Permanent,Part-Time,Active,14000,113,Yes,8,4,1,12,3,4,3,2988,31-40,RP,Replacement
1470,Jordan,Winthrop,Male,Widowed,12/2/1978 0:00,45,AB-,15-10-20 0:00,3,0,Operational,Unit-4,Permanent,Part-Time,Active,14000,113,Yes,8,4,1,12,3,4,3,2988,31-40,RP,Replacement
1471,Shari,Ngodup,Female,Divorced,22-12-85 0:00,38,O+,25-06-17 0:00,6,1,Mid Level,Unit-10,Permanent,Part-Time,Active,30000,146,Yes,18,1,1,6,3,5,2,3022,31-40,RP,Replacement
1471,Shari,Ngodup,Female,Divorced,22-12-85 0:00,38,O+,25-06-17 0:00,6,1,Mid Level,Unit-10,Permanent,Part-Time,Active,30000,146,Yes,18,1,1,6,3,5,2,3022,31-40,RP,Replacement
1472,John,Kretschmer,Male,Single,14-12-76 0:00,47,A-,17-03-06 0:00,17,4,Operational,Unit-5,Permanent,Full-Time,Active,40000,138,No,7,5,1,6,3,4,4,3034,31-40,RP,Replacement
1472,John,Kretschmer,Male,Single,14-12-76 0:00,47,A-,17-03-06 0:00,17,0,Operational,Unit-5,Permanent,Full-Time,Active,40000,138,No,7,5,1,6,3,4,4,3034,31-40,RP,Replacement
1473,Debbie,Mangal,Female,Divorced,27-09-72 0:00,51,AB+,10/1/2010 0:00,14,2,High Level,Unit-4,Contract,Part-Time,Volunterily Resigned,20000,160,No,5,4,5,2,3,1,1,3056,31-40,RP,Replacement
1473,Debbie,Mangal,Female,Divorced,27-09-72 0:00,51,AB+,10/1/2010 0:00,14,2,High Level,Unit-4,Contract,Part-Time,Volunterily Resigned,20000,160,No,5,4,5,2,3,1,1,3056,31-40,RP,Replacement
1474,Helen,Billis,Female,Widowed,3/2/1989 0:00,35,AB-,8/1/2012 0:00,12,2,Mid Level,Unit-1,Contract,Temporary,Terminated,20000,110,Yes,5,1,4,7,4,5,2,3073,31-40,RP,Replacement
1474,Helen,Billis,Female,Widowed,3/2/1989 0:00,35,AB-,8/1/2012 0:00,12,0,Mid Level,Unit-1,Contract,Temporary,Terminated,20000,110,Yes,5,1,4,7,4,5,2,3073,31-40,RP,Replacement
1475,Yen,Johnston,Female,Married,3/10/1995 0:00,28,A+,10/3/2012 0:00,11,0,Mid Level,Unit-4,Permanent,Part-Time,Active,30000,126,No,4,2,1,1,2,3,2,3081,21-30,RP,Replacement
1475,Yen,Johnston,Female,Married,3/10/1995 0:00,28,A+,10/3/2012 0:00,11,1,Mid Level,Unit-4,Permanent,Part-Time,Active,30000,126,No,4,2,1,1,2,3,2,3081,21-30,RP,Replacement
1476,Hong,Pham,Male,Widowed,24-08-89 0:00,34,A-,31-01-20 0:00,3,0,High Level,Unit-3,Permanent,Full-Time,Volunterily Resigned,18000,129,No,12,2,1,7,5,4,1,3089,21-30,RP,Replacement
1476,Hong,Pham,Male,Widowed,24-08-89 0:00,34,A-,31-01-20 0:00,3,0,High Level,Unit-3,Permanent,Full-Time,Volunterily Resigned,18000,129,No,12,2,1,7,5,4,1,3089,21-30,RP,Replacement
1477,Linda,Bachiochi,Female,Divorced,23-04-84 0:00,39,AB+,23-02-14 0:00,9,1,High Level,Unit-4,Permanent,Part-Time,Volunterily Resigned,30000,162,No,4,3,3,7,2,1,1,3123,21-30,RP,Replacement
1477,Linda,Bachiochi,Female,Divorced,23-04-84 0:00,39,AB+,23-02-14 0:00,9,3,High Level,Unit-4,Permanent,Part-Time,Volunterily Resigned,30000,162,No,4,3,3,7,2,1,1,3123,21-30,RP,Replacement
1478,Lily,DiNocco,Female,Divorced,3/12/1988 0:00,35,B-,17-03-13 0:00,10,1,Operational,Unit-3,Contract,Full-Time,Active,18000,163,Yes,12,4,2,4,2,4,1,3127,21-30,RP,Replacement
1478,Lily,DiNocco,Female,Divorced,3/12/1988 0:00,35,B-,17-03-13 0:00,10,0,Operational,Unit-3,Contract,Full-Time,Active,18000,163,Yes,12,4,2,4,2,4,1,3127,21-30,RP,Replacement
1479,Ned,Miller,Male,Divorced,24-06-92 0:00,31,O-,19-02-12 0:00,11,2,Operational,Unit-7,Permanent,Temporary,Active,25000,105,Yes,13,4,2,10,2,1,1,3129,31-40,RP,Replacement
1479,Ned,Miller,Male,Divorced,24-06-92 0:00,31,O-,19-02-12 0:00,11,2,Operational,Unit-7,Permanent,Temporary,Active,25000,105,Yes,13,4,2,10,2,1,1,3129,31-40,RP,Replacement
1480,Shana,Petingill,Female,Widowed,13-04-88 0:00,35,B-,26-06-12 0:00,11,0,Operational,Unit-9,Permanent,Temporary,Terminated,14000,113,Yes,8,5,3,7,3,3,2,3133,21-30,RP,Replacement
1480,Shana,Petingill,Female,Widowed,13-04-88 0:00,35,B-,26-06-12 0:00,11,0,Operational,Unit-9,Permanent,Temporary,Terminated,14000,113,Yes,8,5,3,7,3,3,2,3133,21-30,RP,Replacement
1481,Jennifer,Cloninger,Female,Widowed,2/2/1979 0:00,45,A+,4/8/2014 0:00,9,1,Mid Level,Unit-2,Contract,Temporary,Active,27000,195,Yes,3,2,1,8,3,3,4,3157,21-30,RP,Replacement
1481,Jennifer,Cloninger,Female,Widowed,2/2/1979 0:00,45,A+,4/8/2014 0:00,9,10,Mid Level,Unit-2,Contract,Temporary,Active,27000,195,Yes,3,2,1,8,3,3,4,3157,21-30,RP,Replacement
1482,Elias,Robinson,Male,Widowed,21-09-88 0:00,35,B+,31-08-11 0:00,12,0,Mid Level,Unit-7,Permanent,Full-Time,Active,20000,171,No,12,4,2,4,4,2,1,3159,31-40,RP,Replacement
1482,Elias,Robinson,Male,Widowed,21-09-88 0:00,35,B+,31-08-11 0:00,12,4,Mid Level,Unit-7,Permanent,Full-Time,Active,20000,171,No,12,4,2,4,4,2,1,3159,31-40,RP,Replacement
1483,Libby,Fidelia,Female,Divorced,21-07-73 0:00,50,A-,12/11/2010 0:00,13,2,Mid Level,Unit-6,Permanent,Part-Time,Terminated,30000,119,No,18,5,5,5,4,5,2,3179,21-30,RP,Replacement
1483,Libby,Fidelia,Female,Divorced,21-07-73 0:00,50,A-,12/11/2010 0:00,13,2,Mid Level,Unit-6,Permanent,Part-Time,Terminated,30000,119,No,18,5,5,5,4,5,2,3179,21-30,RP,Replacement
1484,Catherine,Ybarra,Female,Divorced,8/4/1992 0:00,31,O+,16-09-16 0:00,7,1,Mid Level,Unit-3,Permanent,Full-Time,Active,30000,129,Yes,4,3,3,1,3,2,4,3204,31-40,RP,Replacement
1484,Catherine,Ybarra,Female,Divorced,8/4/1992 0:00,31,O+,16-09-16 0:00,7,0,Mid Level,Unit-3,Permanent,Full-Time,Active,30000,129,Yes,4,3,3,1,3,2,4,3204,31-40,RP,Replacement
1485,Ashanti,Price,Female,Single,15-02-87 0:00,36,B-,17-03-13 0:00,10,1,Operational,Unit-1,Contract,Temporary,Active,30000,118,Yes,4,2,2,3,5,1,2,3243,21-30,RP,Replacement
1485,Ashanti,Price,Female,Single,15-02-87 0:00,36,B-,17-03-13 0:00,10,1,Operational,Unit-1,Contract,Temporary,Active,30000,118,Yes,4,2,2,3,5,1,2,3243,21-30,RP,Replacement
1486,Makenna,Rojas,Female,Divorced,16-03-82 0:00,41,B+,14-12-08 0:00,15,0,Operational,Unit-2,Permanent,Full-Time,Volunterily Resigned,27000,160,Yes,3,1,1,6,1,2,4,3248,21-30,RP,Replacement
1486,Makenna,Rojas,Female,Divorced,16-03-82 0:00,41,B+,14-12-08 0:00,15,0,Operational,Unit-2,Permanent,Full-Time,Volunterily Resigned,27000,160,Yes,3,1,1,6,1,2,4,3248,21-30,RP,Replacement
1487,Rory,Stone,Female,Single,28-04-85 0:00,38,O-,30-04-10 0:00,13,1,Operational,Unit-8,Contract,Part-Time,Active,30000,145,Yes,4,3,3,3,5,3,2,3282,21-30,RP,Replacement
1487,Rory,Stone,Female,Single,28-04-85 0:00,38,O-,30-04-10 0:00,13,3,Operational,Unit-8,Contract,Part-Time,Active,30000,145,Yes,4,3,3,3,5,3,2,3282,21-30,RP,Replacement
1488,Ann,Montgomery,Male,Divorced,10/8/1965 0:00,58,AB-,13-06-12 0:00,11,3,High Level,Unit-10,Contract,Full-Time,Active,200000,101,No,14,5,3,10,2,2,5,3305,21-30,RP,Replacement
1488,Ann,Montgomery,Male,Divorced,10/8/1965 0:00,58,AB-,13-06-12 0:00,11,0,High Level,Unit-10,Contract,Full-Time,Active,200000,101,No,14,5,3,10,2,2,5,3305,21-30,RP,Replacement
1489,Erin,Holder,Male,Single,22-05-70 0:00,53,AB-,31-08-18 0:00,5,0,Operational,Unit-5,Permanent,Full-Time,Active,27000,189,No,3,5,5,12,2,4,2,3322,31-40,RP,Replacement
1489,Erin,Holder,Male,Single,22-05-70 0:00,53,AB-,31-08-18 0:00,5,4,Operational,Unit-5,Permanent,Full-Time,Active,27000,189,No,3,5,5,12,2,4,2,3322,31-40,RP,Replacement
1490,Aubrey,Kim,Male,Married,21-01-83 0:00,41,AB+,14-04-11 0:00,12,1,Mid Level,Unit-4,Contract,Temporary,Active,16000,115,Yes,10,4,3,6,3,2,2,3339,31-40,RP,Replacement
1490,Aubrey,Kim,Male,Married,21-01-83 0:00,41,AB+,14-04-11 0:00,12,5,Mid Level,Unit-4,Contract,Temporary,Active,16000,115,Yes,10,4,3,6,3,2,2,3339,31-40,RP,Replacement
1491,Edward,Love,Male,Divorced,1/2/1969 0:00,55,A-,30-04-19 0:00,4,0,High Level,Unit-10,Permanent,Temporary,Active,65000,120,No,9,3,3,5,3,4,3,3346,21-30,RP,Replacement
1491,Edward,Love,Male,Divorced,1/2/1969 0:00,55,A-,30-04-19 0:00,4,0,High Level,Unit-10,Permanent,Temporary,Active,65000,120,No,9,3,3,5,3,4,3,3346,21-30,RP,Replacement
1492,Paisley,Avery,Female,Married,25-02-77 0:00,46,B+,6/10/2019 0:00,4,0,Operational,Unit-6,Permanent,Temporary,Active,13000,139,Yes,17,1,5,9,4,3,2,3363,21-30,RP,Replacement
1492,Paisley,Avery,Female,Married,25-02-77 0:00,46,B+,6/10/2019 0:00,4,1,Operational,Unit-6,Permanent,Temporary,Active,13000,139,Yes,17,1,5,9,4,3,2,3363,21-30,RP,Replacement
1493,Kaiden,Leblanc,Female,Divorced,18-06-81 0:00,42,O-,29-07-13 0:00,10,2,Mid Level,Unit-9,Contract,Temporary,Active,27000,125,Yes,3,2,1,2,3,1,3,3365,31-40,RP,Replacement
1493,Kaiden,Leblanc,Female,Divorced,18-06-81 0:00,42,O-,29-07-13 0:00,10,0,Mid Level,Unit-9,Contract,Temporary,Active,27000,125,Yes,3,2,1,2,3,1,3,3365,31-40,RP,Replacement
1494,Shania,Bauer,Female,Divorced,12/7/1989 0:00,34,B-,5/5/2017 0:00,6,0,Mid Level,Unit-6,Permanent,Temporary,Active,100000,198,No,11,5,3,1,6,2,3,3427,31-40,RP,Replacement
1494,Shania,Bauer,Female,Divorced,12/7/1989 0:00,34,B-,5/5/2017 0:00,6,4,Mid Level,Unit-6,Permanent,Temporary,Active,100000,198,No,11,5,3,1,6,2,3,3427,31-40,RP,Replacement
1495,Danna,Hines,Female,Married,23-06-83 0:00,40,AB-,15-07-20 0:00,3,0,High Level,Unit-9,Permanent,Part-Time,Active,28000,109,Yes,3,5,1,2,6,2,2,3459,21-30,RP,Replacement
1495,Danna,Hines,Female,Married,23-06-83 0:00,40,AB-,15-07-20 0:00,3,0,High Level,Unit-9,Permanent,Part-Time,Active,28000,109,Yes,3,5,1,2,6,2,2,3459,21-30,RP,Replacement
1496,Bennett,Bowen,Female,Single,22-04-86 0:00,37,B-,10/2/2019 0:00,4,1,Operational,Unit-10,Contract,Full-Time,Active,20000,111,Yes,5,1,1,10,5,1,2,3465,31-40,RP,Replacement
1496,Bennett,Bowen,Female,Single,22-04-86 0:00,37,B-,10/2/2019 0:00,4,5,Operational,Unit-10,Contract,Full-Time,Active,20000,111,Yes,5,1,1,10,5,1,2,3465,31-40,RP,Replacement
1497,Gianna,Lopez,Female,Widowed,16-11-89 0:00,34,B-,11/5/2009 0:00,14,0,Operational,Unit-6,Contract,Part-Time,Active,30000,191,Yes,4,4,4,9,3,1,4,3472,31-40,RP,Replacement
1497,Gianna,Lopez,Female,Widowed,16-11-89 0:00,34,B-,11/5/2009 0:00,14,0,Operational,Unit-6,Contract,Part-Time,Active,30000,191,Yes,4,4,4,9,3,1,4,3472,31-40,RP,Replacement
1498,Azaria,Young,Female,Married,7/5/1976 0:00,47,B-,28-05-15 0:00,8,0,Operational,unit-8,Contract,Temporary,Volunterily Resigned,55000,149,Yes,19,1,1,4,4,5,4,3476,31-40,RP,Replacement
1498,Azaria,Young,Female,Married,7/5/1976 0:00,47,B-,28-05-15 0:00,8,2,Operational,unit-8,Contract,Temporary,Volunterily Resigned,55000,149,Yes,19,1,1,4,4,5,4,3476,31-40,RP,Replacement
1499,Aydin,Bautista,Female,Divorced,28-12-77 0:00,46,AB+,7/10/2017 0:00,6,0,High Level,Unit-3,Permanent,Full-Time,Active,37000,146,No,20,1,5,4,1,5,3,3536,21-30,RP,Replacement
1499,Aydin,Bautista,Female,Divorced,28-12-77 0:00,46,AB+,7/10/2017 0:00,6,0,High Level,Unit-3,Permanent,Full-Time,Active,37000,146,No,20,1,5,4,1,5,3,3536,21-30,RP,Replacement
1500,Antoine,Schaefer,Female,Married,25-07-93 0:00,30,A-,6/5/2008 0:00,15,0,Operational,Unit-9,Contract,Temporary,Volunterily Resigned,30000,167,Yes,4,2,2,12,6,3,4,3548,31-40,RP,Replacement
1500,Antoine,Schaefer,Female,Married,25-07-93 0:00,30,A-,6/5/2008 0:00,15,0,Operational,Unit-9,Contract,Temporary,Volunterily Resigned,30000,167,Yes,4,2,2,12,6,3,4,3548,31-40,RP,Replacement
1501,Milagros,Cobb,Female,Widowed,19-08-69 0:00,54,AB-,8/2/2014 0:00,9,3,Mid Level,Unit-1,Permanent,Full-Time,Active,14000,143,Yes,8,3,1,7,3,2,2,3552,31-40,RP,Replacement
1501,Milagros,Cobb,Female,Widowed,19-08-69 0:00,54,AB-,8/2/2014 0:00,9,1,Mid Level,Unit-1,Permanent,Full-Time,Active,14000,143,Yes,8,3,1,7,3,2,2,3552,31-40,RP,Replacement
1502,Jean,Duffy,Male,Single,9/5/1973 0:00,50,AB+,16-08-10 0:00,13,0,Mid Level,Unit-10,Permanent,Full-Time,Active,14000,196,No,8,5,3,3,4,1,1,3558,21-30,RP,Replacement
1502,Jean,Duffy,Male,Single,9/5/1973 0:00,50,AB+,16-08-10 0:00,13,0,Mid Level,Unit-10,Permanent,Full-Time,Active,14000,196,No,8,5,3,3,4,1,1,3558,21-30,RP,Replacement
1503,Campbell,Doyle,Male,Single,5/4/1969 0:00,54,B-,8/6/2007 0:00,16,2,Mid Level,Unit-2,Contract,Temporary,Active,40000,134,No,7,1,4,6,3,3,2,3607,21-30,RP,Replacement
1503,Campbell,Doyle,Male,Single,5/4/1969 0:00,54,B-,8/6/2007 0:00,16,0,Mid Level,Unit-2,Contract,Temporary,Active,40000,134,No,7,1,4,6,3,3,2,3607,21-30,RP,Replacement
1504,Deven,Vincent,Female,Married,20-06-76 0:00,47,B-,14-07-18 0:00,5,3,High Level,Unit-9,Permanent,Full-Time,Active,28000,142,No,3,5,4,6,2,1,2,3610,31-40,RP,Replacement
1504,Deven,Vincent,Female,Married,20-06-76 0:00,47,B-,14-07-18 0:00,5,1,High Level,Unit-9,Permanent,Full-Time,Active,28000,142,No,3,5,4,6,2,1,2,3610,31-40,RP,Replacement
1505,Evangeline,Downs,Female,Single,22-06-85 0:00,38,A+,4/7/2011 0:00,12,0,Mid Level,Unit-5,Contract,Part-Time,Active,14000,189,Yes,8,3,1,1,1,2,4,3615,21-30,RP,Replacement
1505,Evangeline,Downs,Female,Single,22-06-85 0:00,38,A+,4/7/2011 0:00,12,0,Mid Level,Unit-5,Contract,Part-Time,Active,14000,189,Yes,8,3,1,1,1,2,4,3615,21-30,RP,Replacement
1506,Kaley,Ali,Female,Divorced,7/3/1981 0:00,42,O+,23-05-14 0:00,9,4,Operational,Unit-6,Permanent,Temporary,Active,100000,127,No,11,3,3,12,4,1,4,3624,31-40,RP,Replacement
